ID,Timestamp,X,Y,Button,Duration
9,1676941450.6977015,1227,386,-1,-1
9,1676941450.7216768,1227,386,-1,-1
9,1676941450.7456615,1228,385,-1,-1
9,1676941450.7616365,1227,385,-1,-1
9,1676941450.7696297,1228,386,-1,-1
9,1676941450.7776225,1226,385,-1,-1
9,1676941450.7856119,1227,385,-1,-1
9,1676941450.7936037,1227,386,-1,-1
9,1676941450.8015957,1227,385,-1,-1
9,1676941450.809588,1228,386,-1,-1
9,1676941450.817579,1227,386,-1,-1
9,1676941450.8255715,1227,385,-1,-1
9,1676941450.8335626,1227,385,-1,-1
9,1676941450.857538,1227,386,-1,-1
9,1676941450.9054892,1227,386,-1,-1
9,1676941450.985417,1228,386,-1,-1
9,1676941451.0733175,1227,386,-1,-1
9,1676941451.0893106,1226,386,-1,-1
9,1676941451.0972934,1228,386,-1,-1
9,1676941451.1133375,1227,386,-1,-1
9,1676941451.1213174,1227,386,-1,-1
9,1676941451.1293092,1227,386,-1,-1
9,1676941451.1452932,1227,385,-1,-1
9,1676941451.1613026,1226,385,-1,-1
9,1676941451.1692867,1227,386,-1,-1
9,1676941451.1772912,1226,386,-1,-1
9,1676941451.1852798,1225,385,-1,-1
9,1676941451.193275,1226,386,-1,-1
9,1676941451.2012632,1226,384,-1,-1
9,1676941451.209255,1226,386,-1,-1
9,1676941451.2172463,1225,385,-1,-1
9,1676941451.2252386,1225,385,-1,-1
9,1676941451.2332473,1224,384,-1,-1
9,1676941451.241212,1226,386,-1,-1
9,1676941451.2492485,1226,385,-1,-1
9,1676941451.2571974,1227,385,-1,-1
9,1676941451.2652147,1225,386,-1,-1
9,1676941451.2731895,1228,385,-1,-1
9,1676941451.2891648,1227,385,-1,-1
9,1676941451.305151,1226,386,-1,-1
9,1676941451.313157,1228,385,-1,-1
9,1676941451.3211353,1226,386,-1,-1
9,1676941451.3291538,1226,385,-1,-1
9,1676941451.33712,1228,385,-1,-1
9,1676941451.3451502,1226,386,-1,-1
9,1676941451.3531442,1227,385,-1,-1
9,1676941451.3611362,1228,386,-1,-1
9,1676941451.3691278,1226,385,-1,-1
9,1676941451.3771338,1227,386,-1,-1
9,1676941451.3851118,1227,385,-1,-1
9,1676941451.3931031,1227,386,-1,-1
9,1676941451.4008896,1228,385,-1,-1
9,1676941451.4088836,1227,386,-1,-1
9,1676941451.416864,1228,386,-1,-1
9,1676941451.432876,1226,386,-1,-1
9,1676941451.457823,1228,386,-1,-1
9,1676941451.9374757,1228,386,-1,-1
9,1676941451.945476,1229,386,-1,-1
9,1676941451.9534419,1229,386,-1,-1
9,1676941451.9614332,1229,386,-1,-1
9,1676941451.969435,1231,387,-1,-1
9,1676941451.9774172,1231,387,-1,-1
9,1676941451.9854214,1230,387,-1,-1
9,1676941451.9934134,1231,386,-1,-1
9,1676941452.0013924,1231,386,-1,-1
