ID,Timestamp,X,Y,Button,Duration
10,1677009878.506048,1606,576,-1,-1
10,1677009878.5140388,1606,575,-1,-1
10,1677009878.5220294,1605,573,-1,-1
10,1677009878.5300198,1604,571,-1,-1
10,1677009878.5380106,1598,563,-1,-1
10,1677009878.5460017,1586,547,-1,-1
10,1677009878.5539918,1567,527,-1,-1
10,1677009878.5619826,1558,518,-1,-1
10,1677009878.5699732,1537,499,-1,-1
10,1677009878.5779636,1511,479,-1,-1
10,1677009878.585955,1479,457,-1,-1
10,1677009878.5939448,1469,452,-1,-1
10,1677009878.6019356,1441,438,-1,-1
10,1677009878.6099262,1415,429,-1,-1
10,1677009878.6179168,1391,421,-1,-1
10,1677009878.890103,1351,411,1,-1
10,1677009878.898094,1350,411,-1,-1
10,1677009878.9060843,1349,411,-1,-1
10,1677009878.9140751,1349,411,-1,-1
10,1677009878.9220657,1348,412,-1,-1
10,1677009878.930056,1348,411,-1,-1
10,1677009878.938047,1346,412,-1,-1
10,1677009878.9460378,1343,413,-1,-1
10,1677009878.9540288,1347,413,-1,-1
10,1677009878.9620194,1340,416,-1,-1
10,1677009878.9700096,1339,416,-1,-1
10,1677009878.9780002,1340,415,-1,-1
10,1677009878.985991,1347,413,-1,-1
10,1677009878.9939816,1342,414,-1,-1
10,1677009879.0019722,1345,414,-1,-1
10,1677009879.009963,1348,411,-1,-1
10,1677009879.0179536,1349,411,-1,-1
10,1677009879.0259442,1349,411,-1,-1
10,1677009879.0419254,1349,412,-1,-1
10,1677009879.0658975,1349,412,-1,-1
10,1677009879.105896,1349,411,-1,-1
10,1677009879.1218953,1349,411,-1,-1
10,1677009879.1378949,1349,411,-1,-1
10,1677009879.1458986,1348,412,-1,-1
10,1677009879.1539025,1349,411,-1,-1
10,1677009879.1619217,1349,411,-1,-1
10,1677009879.1699054,1348,412,-1,-1
10,1677009879.1778958,1349,411,-1,-1
10,1677009879.1859045,1349,412,-1,-1
10,1677009879.1938949,1346,413,-1,-1
10,1677009879.2023895,1347,412,-1,-1
10,1677009879.2103798,1347,413,-1,-1
10,1677009879.2183712,1349,412,-1,-1
10,1677009879.226361,1344,413,-1,-1
10,1677009879.234352,1344,413,-1,-1
10,1677009879.2423425,1344,415,-1,-1
10,1677009879.250333,1349,412,-1,-1
10,1677009879.2583237,1347,412,-1,-1
