ID,Timestamp,X,Y,Button,Duration
99,1676439133.6026344,1001,817,-1,-1
99,1676439133.609817,937,697,-1,-1
99,1676439133.6179926,872,578,-1,-1
99,1676439133.6268597,824,471,-1,-1
99,1676439133.634005,781,383,-1,-1
99,1676439133.6400838,754,308,-1,-1
99,1676439133.648001,738,263,-1,-1
99,1676439133.6560116,721,214,-1,-1
99,1676439133.6646185,714,183,-1,-1
99,1676439133.6718888,712,176,-1,-1
99,1676439133.6800482,712,173,-1,-1
99,1676439133.6886091,712,172,-1,-1
99,1676439133.6946273,712,171,-1,-1
99,1676439133.7108278,712,171,-1,-1
99,1676439133.7182434,715,171,-1,-1
99,1676439133.72675,722,173,-1,-1
99,1676439133.734577,727,176,-1,-1
99,1676439133.7425287,735,184,-1,-1
99,1676439133.750813,748,195,-1,-1
99,1676439133.755807,762,209,-1,-1
99,1676439133.7638662,776,223,-1,-1
99,1676439133.7718601,805,255,-1,-1
99,1676439133.780437,822,277,-1,-1
99,1676439133.7879822,865,326,-1,-1
99,1676439133.79591,901,366,-1,-1
99,1676439133.8043067,952,429,-1,-1
99,1676439133.8124976,974,455,-1,-1
99,1676439133.8199434,1023,513,-1,-1
99,1676439133.8265536,1078,571,-1,-1
99,1676439133.8346572,1132,629,-1,-1
99,1676439133.841987,1190,684,-1,-1
99,1676439133.8502598,1217,705,-1,-1
99,1676439133.8587744,1268,749,-1,-1
99,1676439133.8667362,1299,768,-1,-1
99,1676439133.8724742,1324,784,-1,-1
99,1676439133.8797202,1343,793,-1,-1
99,1676439133.8878882,1359,798,-1,-1
99,1676439133.8965309,1374,798,-1,-1
99,1676439133.9045503,1384,797,-1,-1
99,1676439133.9120212,1389,795,-1,-1
99,1676439133.9205332,1399,785,-1,-1
99,1676439133.928543,1413,768,-1,-1
99,1676439133.9366016,1435,738,-1,-1
99,1676439133.9418542,1450,713,-1,-1
99,1676439133.9502342,1459,697,-1,-1
99,1676439133.958075,1478,668,-1,-1
99,1676439133.9666893,1501,636,-1,-1
99,1676439133.974472,1519,611,-1,-1
99,1676439133.9820423,1541,577,-1,-1
99,1676439133.9887168,1559,551,-1,-1
99,1676439133.9965303,1571,535,-1,-1
99,1676439134.004675,1585,515,-1,-1
99,1676439134.01245,1611,485,-1,-1
99,1676439134.0200062,1620,471,-1,-1
99,1676439134.0287156,1637,449,-1,-1
99,1676439134.03672,1649,432,-1,-1
99,1676439134.0445604,1661,416,-1,-1
99,1676439134.0529873,1667,405,-1,-1
99,1676439134.058074,1670,400,-1,-1
99,1676439134.065754,1672,395,-1,-1
99,1676439134.073992,1675,394,-1,-1
99,1676439134.0824735,1675,391,-1,-1
99,1676439134.0902224,1676,391,-1,-1
99,1676439134.0977361,1678,388,-1,-1
99,1676439134.105871,1679,388,-1,-1
99,1676439134.1201859,1679,387,-1,-1
99,1676439134.128363,1680,387,-1,-1
99,1676439134.168253,1683,388,-1,-1
99,1676439134.1740944,1689,398,-1,-1
99,1676439134.181726,1701,415,-1,-1
99,1676439134.1903753,1716,437,-1,-1
99,1676439134.198635,1742,472,-1,-1
99,1676439134.2066386,1790,524,-1,-1
99,1676439134.2137625,1858,600,-1,-1
99,1676439134.2220576,1955,706,-1,-1
99,1676439134.229734,2024,793,-1,-1
99,1676439134.2358258,2089,879,-1,-1
99,1676439134.2444804,2144,964,-1,-1
99,1676439134.2529259,2202,1066,-1,-1
99,1676439134.2599838,2250,1161,-1,-1
99,1676439134.267956,2282,1243,-1,-1
99,1676439134.275907,2297,1282,-1,-1
99,1676439134.2840652,2311,1336,-1,-1
99,1676439134.2905533,2315,1352,-1,-1
99,1676439134.2976942,2317,1370,-1,-1
99,1676439134.3057494,2317,1373,-1,-1
