ID,Timestamp,X,Y,Button,Duration
0,1676042267.874274,1675,584,-1,-1
0,1676042267.890687,1674,586,-1,-1
0,1676042267.8967013,1673,586,-1,-1
0,1676042267.9047155,1667,587,-1,-1
0,1676042267.9129078,1660,587,-1,-1
0,1676042267.92091,1644,587,-1,-1
0,1676042267.9289093,1637,587,-1,-1
0,1676042267.9363348,1611,586,-1,-1
0,1676042267.94432,1593,581,-1,-1
0,1676042267.950974,1565,576,-1,-1
0,1676042267.9584246,1538,569,-1,-1
0,1676042267.9664147,1513,564,-1,-1
0,1676042267.974415,1495,559,-1,-1
0,1676042267.9829085,1451,548,-1,-1
0,1676042267.990911,1426,543,-1,-1
0,1676042267.998191,1405,538,-1,-1
0,1676042268.0068753,1386,531,-1,-1
0,1676042268.0129116,1373,526,-1,-1
0,1676042268.0209093,1363,522,-1,-1
0,1676042268.0291164,1350,516,-1,-1
0,1676042268.0371144,1347,516,-1,-1
0,1676042268.0449116,1347,514,-1,-1
0,1676042268.0691195,1349,513,-1,-1
0,1676042268.0741365,1360,513,-1,-1
0,1676042268.0831432,1387,513,-1,-1
0,1676042268.0909097,1405,513,-1,-1
0,1676042268.0986543,1439,520,-1,-1
0,1676042268.1069033,1488,533,-1,-1
0,1676042268.1150541,1520,544,-1,-1
0,1676042268.122259,1557,555,-1,-1
0,1676042268.1302626,1613,573,-1,-1
0,1676042268.1404202,1657,588,-1,-1
0,1676042268.1445327,1674,595,-1,-1
0,1676042268.1529078,1701,605,-1,-1
0,1676042268.160928,1726,620,-1,-1
0,1676042268.169141,1734,624,-1,-1
0,1676042268.1771379,1735,627,-1,-1
0,1676042268.2009108,1735,629,-1,-1
0,1676042268.207094,1735,630,-1,-1
0,1676042268.2150943,1732,630,-1,-1
0,1676042268.2229075,1729,631,-1,-1
0,1676042268.2309096,1722,631,-1,-1
0,1676042268.2389154,1708,633,-1,-1
0,1676042268.2471466,1693,633,-1,-1
0,1676042268.253146,1672,633,-1,-1
0,1676042268.2611449,1640,633,-1,-1
0,1676042268.2689147,1613,632,-1,-1
0,1676042268.2763462,1561,623,-1,-1
0,1676042268.2849104,1484,611,-1,-1
0,1676042268.29255,1454,606,-1,-1
0,1676042268.300908,1384,596,-1,-1
0,1676042268.308545,1354,589,-1,-1
0,1676042268.316687,1327,584,-1,-1
0,1676042268.3228545,1302,579,-1,-1
0,1676042268.3309298,1295,575,-1,-1
0,1676042268.3389323,1290,573,-1,-1
0,1676042268.3469188,1290,572,-1,-1
0,1676042268.3629494,1290,569,-1,-1
0,1676042268.370966,1290,566,-1,-1
0,1676042268.3789666,1294,561,-1,-1
0,1676042268.3849788,1301,554,-1,-1
0,1676042268.3923342,1304,552,-1,-1
0,1676042268.4009085,1314,544,-1,-1
0,1676042268.4083946,1339,532,-1,-1
0,1676042268.4164348,1349,528,-1,-1
0,1676042268.4244347,1368,523,-1,-1
0,1676042268.4328647,1384,521,-1,-1
0,1676042268.438897,1408,516,-1,-1
0,1676042268.4469154,1423,516,-1,-1
0,1676042268.4549046,1435,516,-1,-1
0,1676042268.4629161,1438,516,-1,-1
0,1676042268.4709363,1450,516,-1,-1
0,1676042268.478914,1452,516,-1,-1
0,1676042268.487004,1454,516,-1,-1
0,1676042268.494904,1455,516,-1,-1
0,1676042268.5082872,1455,516,-1,-1
0,1676042268.5172837,1456,516,-1,-1
0,1676042268.5324507,1459,518,-1,-1
0,1676042268.5409088,1462,519,-1,-1
0,1676042268.5487256,1464,522,-1,-1
0,1676042268.5567253,1467,524,-1,-1
0,1676042268.5629916,1470,527,-1,-1
0,1676042268.57814,1470,528,-1,-1
0,1676042268.5945137,1470,530,-1,-1
0,1676042268.6026626,1470,531,-1,-1
0,1676042268.618913,1470,532,-1,-1
0,1676042268.6653538,1470,533,-1,-1
0,1676042268.7273629,1470,533,0,-1
0,1676042268.8269472,1476,533,-1,-1
0,1676042268.8349679,1483,533,-1,-1
0,1676042268.842949,1506,536,-1,-1
0,1676042268.8509667,1525,543,-1,-1
0,1676042268.8589668,1556,550,-1,-1
0,1676042268.867059,1583,558,-1,-1
0,1676042268.8722425,1623,569,-1,-1
