ID,Timestamp,X,Y,Button,Duration
13,1677263285.2786343,1523,422,-1,-1
13,1677263285.286625,1521,423,-1,-1
13,1677263285.2946157,1514,423,-1,-1
13,1677263285.302606,1511,423,-1,-1
13,1677263285.3105972,1505,423,-1,-1
13,1677263285.3185873,1501,423,-1,-1
13,1677263285.3265784,1492,426,-1,-1
13,1677263285.3345687,1478,429,-1,-1
13,1677263285.34256,1461,433,-1,-1
13,1677263285.35055,1451,435,-1,-1
13,1677263285.3585408,1428,438,-1,-1
13,1677263285.3665316,1403,441,-1,-1
13,1677263285.3745222,1373,447,-1,-1
13,1677263285.3825128,1363,448,-1,-1
13,1677263285.3905034,1339,452,-1,-1
13,1677263285.3984945,1322,454,-1,-1
13,1677263285.4064848,1309,456,-1,-1
13,1677263285.4144754,1305,456,-1,-1
13,1677263285.422466,1295,457,-1,-1
13,1677263285.4304569,1291,458,-1,-1
13,1677263285.4384475,1290,458,-1,-1
13,1677263285.4863913,1290,458,-1,-1
13,1677263285.4943821,1291,458,-1,-1
13,1677263285.5023725,1292,458,-1,-1
13,1677263285.5103633,1299,458,-1,-1
13,1677263285.5183537,1307,458,-1,-1
13,1677263285.5263448,1317,458,-1,-1
13,1677263285.5343351,1324,457,-1,-1
13,1677263285.542326,1335,457,-1,-1
13,1677263285.5503166,1347,457,-1,-1
13,1677263285.5583076,1353,457,-1,-1
13,1677263285.566298,1356,457,-1,-1
13,1677263285.5742886,1358,457,-1,-1
13,1677263285.5822797,1359,457,-1,-1
13,1677263285.630728,1359,457,-1,-1
13,1677263285.6387181,1357,457,-1,-1
13,1677263285.646709,1349,458,-1,-1
13,1677263285.6546998,1344,458,-1,-1
13,1677263285.6626904,1322,462,-1,-1
13,1677263285.6706808,1297,465,-1,-1
13,1677263285.6786716,1270,472,-1,-1
13,1677263285.6866622,1262,474,-1,-1
13,1677263285.6946533,1242,478,-1,-1
13,1677263285.7026434,1223,483,-1,-1
13,1677263285.7106345,1212,485,-1,-1
13,1677263285.718625,1206,486,-1,-1
13,1677263285.734606,1204,487,-1,-1
13,1677263285.7665687,1204,488,-1,-1
13,1677263285.7745597,1205,488,-1,-1
13,1677263285.7825503,1210,488,-1,-1
13,1677263285.7905407,1220,486,-1,-1
13,1677263285.7985315,1223,486,-1,-1
13,1677263285.8065221,1233,485,-1,-1
13,1677263285.814513,1249,482,-1,-1
